KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_A0Oeu,"Have something to offer? @w2 Go to our traders. @w3 \n\nIf not, you better get out of here, scumbag. @w4","Hast du etwas zu bieten? @w2 Geh zu unseren Händlern. @w3 \n\nWenn nicht, solltest du besser verschwinden, Drecksack. @w4","Tu as quelque chose à offrir ? @w2 Va voir nos commerçants. @w3 \n\nSinon, tu ferais mieux de partir d'ici, ordure. @w4","Hai qualcosa da offrire? @w2 Vai dai nostri commercianti. @w3 \n\nSe no, faresti meglio a toglierti di torno, teppista. @w4","¿Tienes algo que ofrecer? @w2 Ve a nuestros comerciantes. @w3 \n\nSi no, mejor lárgate de aquí, escoria. @w4",,"Você tem algo a oferecer? @w2 Vá até nossos comerciantes. @w3 \n\nSe não, é melhor você sair daqui, canalha. @w4",,"Есть что предложить? @w2 Обратитесь к нашим торговцам. @w3 \n\nЕсли нет, лучше уходите отсюда, мерзавец. @w4","何かオファーがあるのか? @w2 我々のトレーダーのところへ行け. @w3 \n\n何もないならここから出て行った方がいいぞ, クソ袋.","有东西可以提供?@w2 去找我们的商人。@w3 \n\n\n如果没有,你最好离开这里,混蛋。@w4 ","有什麼東西要交易? @w2 去找我們的商人. @w3 \n\n如果沒有, 你最好滾出這地方, 你個雜碎. @w4",,,,,Có một cái gì đó để cung cấp? @w2 Chuyển đến các nhà giao dịch của chúng tôi. @w3 \n\nNếu không thì mày cút khỏi đây đi thằng khốn. @w4
dialogue_wa6aq,Bye.,Bye.,Ok je m'en vais..,Saluti.,Adiós.,,Você está bem?,,Пока,Bye.,再见,再見.,,,,,Tạm biệt.
dialogue_Oq8WC,"Hey scumbag, what do you want?","Hey Drecksack, was willst du?","Hé, sac à merde, qu'est-ce que tu veux ?","Ehi teppista, cosa vuoi?","Oye escoria, ¿qué quieres?",,"Ei, escória, o que você quer?",,"Эй, мерзавец, чего тебе нужно?","ようクソ袋, 何が欲しいんだ?","嘿,人渣,你想要什么?","嗨 雜碎 , 你想幹嘛?",,,,,"Này tên khốn, ngươi muốn gì?"
dialogue_KmS0C,<i>Buy a round</i>,<i>Eine Runde kaufen</i>,<i>Payer une tournée</i>,<i>Compra un giro</i>,<i>Invitar una ronda</i>,,<i>Comprar uma rodada</i>,,<i>Купить раунд</i>,<i>皆に奢る</i>,<i>买一轮</i>,<i>請客喝酒</i>,,,,,<i> Mua một vòng </i>
dialogue_Sq48C,<i>Ask for recipe</i>,<i>Nach dem Rezept fragen</i>,<i>Dernier Raid..</i>,<i>Chiedi della ricetta</i>,<i>Pedir la receta</i>,,<i>Perguntar a receita</i>,,<i>Спросить про рецепт</i>,<i>レシピを尋ねる</i>,<i>要配方</i>,<i>要回配方</i>,,,,,<i> Hỏi công thức </i>
dialogue_mKauw,<i>Nevermind</i>,<i>Vergiss es</i>,<i>Rien de particulier</i>,<i>Non importa</i>,<i>No importa</i>,,<i>Não importa</i>,,<i>Неважно</i>,<i>気にするな</i>,<i>无所谓</i>,<i>沒事了</i>,,,,,<i>Không sao</i>
dialogue_kWYRW,"Stumbling in a pirate base, and the first thing you do is buy a round! Cheers man! \n\nI assume we could do some business together?","Du stolperst in eine Piratenbasis und kaufst als Erstes eine Runde! Prost, Mann! \n\n Ich nehme an, wir könnten zusammen ein Geschäft machen?","Trébucher dans une base pirate et la première chose que tu fais est d'acheter une tournée ! Santé, mec ! \nJe suppose que nous pourrions faire des affaires ensemble ?","Entrare in una base pirata, e la prima cosa che fai è offrire da bere! Salute, amico! \n\nSuppongo che potremmo fare affari insieme?","¡Tropezando en una base pirata, y lo primero que haces es invitar una ronda! ¡Salud, hombre! \n\nSupongo que podríamos hacer negocios juntos.",,"Ao chegar a uma base pirata, a primeira coisa que você faz é comprar uma rodada! Saúde, cara! \nSuponho que possamos fazer negócios juntos?",,"Забрели в пиратскую базу, и первое, что вы делаете - угощаете кругом! За ваше здоровье! \n\nПредполагаю, мы могли бы вместе заняться каким-то делом?",海賊基地に行き当たってまずやることは皆に奢ることだ! @w2 乾杯! @w2 \n\n 我々は一緒に商売できるんじゃないか?,"跌跌撞撞来到海盗基地,第一件事就是买一发子弹!干杯 \n我想我们可以一起做点生意吧?",闖進海盜基地而且你做的第一件事就是請客喝酒! 乾杯 兄弟! \n\n我想我們後面可以討論一些合作生意?,,,,,
dialogue_mQ04a,<i>Smuggler</i>,<i>Schmuggler</i>,<i>Sûr ! Je suis un Contrebandier</i>,<i>Contrabbandiere</i>,<i>Contrabandista</i>,,<i>Contrabandista</i>,,<i>Контрабандист</i>,<i>密輸業者</i>,<i>走私者</i>,<i>走私者</i>,,,,,<i> Kẻ buôn lậu </i>
dialogue_oiWGS,<i>TOP raid</i>,<i>TOP Beutezug</i>,<i>Dernier Raid..</i>,<i>Incursione al TOP</i>,<i>Asalto a TOP</i>,,<i>Raid Top</i>,,<i>ЛУЧШИЙ рейд</i>,<i>TOP襲撃</i>,<i>TOP突袭</i>,<i>TOP 搶案</i>,,,,,<i> Đột kích hàng đầu </i>
dialogue_imaiW,"You don't look like a smuggler. But hey .. might be your disguise, right? \n\nWhat are you searching for? The Sanashh clan has a lot to offer!","Du siehst nicht wie ein Schmuggler aus. Aber hey ... das könnte deine Verkleidung sein, oder? \n\nWonach suchst du? Der Sanashh-Clan hat eine Menge zu bieten!","Tu n'as pas l'air d'un contrebandier. Mais hé ... ça pourrait être ton déguisement, non ? \n\nQue cherches-tu ? Le clan Sanashh a beaucoup à offrir !","Non sembri un contrabbandiere. Ma ehi... potrebbe essere il tuo travestimento, giusto? \n\nCosa stai cercando? Il clan Sanashh ha molto da offrire!","No pareces un contrabandista. Pero bueno... podría ser tu disfraz, ¿verdad? \n\n¿Qué buscas? ¡El clan Sanashh tiene mucho que ofrecer!",,"Você não parece um contrabandista. Mas talvez você esteja disfarçado, certo? \nO que você está procurando? O clã Sanashh tem muito a oferecer a você!",,"Вы не похожи на контрабандиста. Но эй.. может быть, это ваше маскировка, верно? \n\nЧто вы ищете? У клана Санаш есть многое, что можно предложить!","密輸業者には見えないな. @w2 しかし, なあ .. 変装している, そうだろ? @w2 \n\n 何を探しているんだ? 　サナッシュ一家には, 提供できるものがたくさんあるぞ!","你看起来不像是个走私者。但嘿.. 可能是你的伪装,对吧?\n\n\n你在找什么?萨纳什氏族有很多可以提供的!","你看起來不像走私者. @w2不過 .. 這可能只是你的掩護身分, 對吧? @2\n\n你在找什麼?  @w2 Sanashh 部落有很多貨!",,,,,"Trông anh không giống một kẻ buôn lậu. Nhưng này .. có thể là ngụy trang của bạn, phải không? \n\nBạn đang tìm kiếm gì? Gia tộc Sanashh có rất nhiều thứ để cung cấp!"
dialogue_0Sq4G,<i>Secret Recipes</i>,<i>Geheime Rezepte</i>,<i>Recettes secrètes</i>,<i>Ricette Segrete</i>,<i>Recetas Secretas</i>,,<i>Receitas secretas</i>,,<i>Секретные рецепты</i>,<i>秘伝のレシピ</i>,<i>秘密配方</i>,<i>秘密配方</i>,,,,,<i> Công thức bí mật </i>
dialogue_GOS08,<i>Zirax weaponry</i>,<i>Ziraxwaffen</i>,"<i>Armes, pièce détachées</i>",<i>Armamento Zirax</i>,<i>Armamento Zirax</i>,,<i>Armamento Zirax</i>,,<i>Оружие Зираксов</i>,<i>ジラックス兵器類</i>,<i>兹瑞克斯武器</i>,<i>茲瑞克武器</i>,,,,,<i> Vũ khí Zirax </i>
dialogue_AK0ue,<i>Artifacts</i>,<i>Artefakte</i>,<i>Artéfacts</i>,<i>Manufatti</i>,<i>Artefactos</i>,,<i>Artifícios</i>,,<i>Артефакты</i>,<i>アーティファクト</i>,<i>神器</i>,<i>神器</i>,,,,,<i> Đồ tạo tác </i>
dialogue_qeiKS,Oh.. You are sure you are up to this? \n\nWhatever. Not my problem.\n\nHead down to the bar. Speak to Earl.,"Oh. Bist du sicher, dass du das willst? \n\nWas auch immer. Nicht mein Problem. \n\nGeh runter zur Bar. Sprich mit Earl.",Oh... Tu es sûr d'être à la hauteur ? \n\n- Peu importe. Ce n'est pas mon problème.\nIl faut aller au bar. Parle à Earl.,Oh.. Sei sicuro di essere all'altezza di questo? \n\nComunque. Non è un mio problema.\n\nVai giù al bar. Parla con Earl.,Oh.. ¿Estás seguro de que estás preparado para esto? \n\nComo sea. No es mi problema.\n\nVe al bar. Habla con Earl.,,Oh... Você tem certeza de que está pronto para isso? \n\nQualquer coisa. Não é problema meu. Vá até o bar. Fale com o Earl.,,"Ох.. Вы уверены, что справитесь? \n\nЛадно. Не моя проблема.\n\nСпуститесь в бар. Поговорите с Эрлом.",おお .. 本当にこれをやるつもりか? @w2 \n\nどうでもいい. @w2 私の問題ではない. @w2 \n\n バーに向かえ. @w2 アールに話せ.,哦.. 你确定你准备好了吗?\n\n\n随便吧。不是我的问题。\n\n\n去酒吧。和厄尔说话。,喔.. 你確定你準備好了嗎? @w2 \n\n不管了. @w2 不是我的問題. @w2 \n\n下去到吧檯. @w2去找 Earl.,,,,,Oh .. Bạn có chắc là bạn đang làm điều này? \n\nSao cũng được. Không phải vấn đề của tôi.\n\nĐi xuống quầy bar. Nói chuyện với Earl.
dialogue_0CcSq,<i>Secret Recipes</i>,<i>Geheime Rezepte</i>,<i>Recettes secrètes</i>,<i>Ricette Segrete</i>,<i>Recetas Secretas</i>,,<i>Receitas secretas</i>,,<i>Секретные рецепты</i>,<i>秘伝のレシピ</i>,<i>秘密配方</i>,<i>秘密配方</i>,,,,,<i> Công thức bí mật </i>
dialogue_S0eW0,<i>Artifacts</i>,<i>Artefakte</i>,<i>Artéfacts</i>,<i>Manufatti</i>,<i>Artefactos</i>,,<i>Artifatos</i>,,<i>Артефакты</i>,<i>アーティファクト</i>,<i>神器</i>,<i>神器</i>,,,,,<i> Đồ tạo tác </i>
dialogue_S40em,"Artifacts? Do I look like a damn archaeologist? \n\nIf you want to play with dry bones and broken glasses, check with those Polaris idiots and stop wasting my time, man. Haha...","Artefakte? Sehe ich wie ein verdammter Archäologe aus? \n\n Wenn du mit trockenen Knochen und zerbrochenen Gläsern spielen willst, wende dich an diese Polaris-Idioten und hör auf, meine Zeit zu verschwenden, Mann. Haha...","Des artefacts ? Est-ce que j'ai l'air d'un foutu archéologue ? \n\n- Si tu veux jouer avec des ossements secs et des verres cassés, va voir ces idiots de Polaris et arrête de me faire perdre mon temps, mec. Haha...","Artefatti? Sembro forse un maledetto archeologo? \n\nSe vuoi giocare con ossa secche e vetri rotti, controlla con quegli idioti dei Polaris e smettila di farmi perdere tempo, amico. Haha...","¿Artefactos? ¿Parezco un maldito arqueólogo? \n\nSi quieres jugar con huesos secos y vidrios rotos, consulta con esos idiotas de Polaris y deja de hacerme perder el tiempo, hombre. Jaja...",,"Artefatos? Você acha que eu pareço um maldito arqueólogo? \nSe você quiser brincar com ossos secos e vidros quebrados, fale com os idiotas da Polaris e pare de desperdiçar meu tempo, cara. Haha...",,"Артефакты? Я похож на чертова археолога? \n\nЕсли хотите поиграть с сухими костями и разбитыми стеклами, обратитесь к этим идиотам из Полярис и не тратьте мое время, чувак. Ха-ха...","アーティファクト? @w2 俺がクソ考古学者に見えるのか? @w2 \n\n乾いた骨と割れた眼鏡で遊びたいなら, ポラリスの馬鹿どもに確認してくれ, 俺の時間を無駄にしないでくれ. @w2 \n\nハハ...","神器?我看起来像个考古学家吗?\n如果你想玩干骨头和破眼镜,就去找那些极星的白痴,别再浪费我的时间了,伙计。哈哈...","神器? @w2我看起來像是該死的考古學家嗎? @w2 \n\n如果你想找些乾骨頭或是老舊的眼鏡, 去找那些極星白癡不要來浪費我時間, 真是的. 滾吧...",,,,,"Hiện vật? Trông tôi có giống một nhà khảo cổ chết tiệt không? \n\nNếu bạn muốn chơi với xương khô và kính vỡ, hãy kiểm tra với lũ ngốc Polaris đó và đừng lãng phí thời gian của tôi nữa, anh bạn. ha ha..."
dialogue_OeCKe,<i>Secret Recipes</i>,<i>Geheime Rezepte</i>,<i>Recettes secrètes</i>,<i>Ricette Segrete</i>,<i>Recetas Secretas</i>,,<i>Receitas secretas</i>,,<i>Секретные рецепты</i>,<i>秘伝のレシピ</i>,<i>秘密配方</i>,<i>秘密配方</i>,,,,,<i> Công thức bí mật </i>
dialogue_mmWKG,<i>Zirax weaponry</i>,<i>Ziraxbewaffnung</i>,"<i>Armes, pièce détachées</i>",<i>Armamento Zirax</i>,<i>Armamento Zirax</i>,,<i>Armamento Zirax</i>,,<i>Оружие Зираксов</i>,<i>ジラックス兵器類</i>,<i>兹瑞克斯武器</i>,<i>茲瑞克武器</i>,,,,,<i> Vũ khí Zirax </i>
dialogue_CeaeY,Hm.. not sure what you are talking about.,"Hm... ich weiß nicht, wovon du sprichst.",Hm... pas sûr de ce dont tu parles.,Hm.. non sono sicuro di cosa tu stia parlando.,Hm.. no estoy seguro de qué estás hablando.,,Hm... não sei do que você está falando.,,"Хм.. не уверен, о чем вы говорите.",フム... @w2 お前が何について話しているのかわからない.,嗯......不知道你在说什么。,恩.. 不確定你在說什麼.,,,,,Hừm.. không chắc bạn đang nói về cái gì.
dialogue_W44Cu,<i>TOP raid</i>,<i>TOP Beutezug</i>,<i>Dernier Raid..</i>,<i>Incursione al TOP</i>,<i>Asalto a TOP</i>,,<i>Ataque ao topo</i>,,<i>ЛУЧШИЙ рейд</i>,<i>TOP襲撃</i>,<i>Top 突袭</i>,<i>TOP 襲擊</i>,,,,,<i> Đột kích hàng đầu </i>
dialogue_S8e8i,"Ho.. be careful, man. Appreciate what you got to know from our latest coup and choose your next words wisely.","Sei vorsichtig, Mann. Schön, dass du von unserem letzten Coup erfahren hast, aber wähle deine nächsten Worte besser mit Bedacht.","Ho... fais attention, mec. J'apprécie que tu aies appris notre dernier coup, mais tu ferais mieux de choisir tes prochains mots avec sagesse.","Fai attenzione, amico. Apprezza ciò che hai appreso dal nostro ultimo colpo e scegli con attenzione le tue prossime parole.","Ho.. ten cuidado, hombre. Aprecia lo que has llegado a saber de nuestro último golpe y elige tus próximas palabras con cuidado.",,"Tome cuidado, cara. Aprecie o que você aprendeu com nosso último golpe e escolha suas próximas palavras com sabedoria.",,"Ох.. будьте осторожны, чувак. Цените то, что узнали от нашего последнего удачного дела и выбирайте следующие слова с умом.","ホ.. 気をつけろ. @w2 我々の前回の襲撃を知ったことは評価するが, 次の言葉は賢く選んだ方がいい.","小心点,伙计。欣赏一下你从我们最近的政变中了解到的东西,明智地选择下一句话。","喔.. 小心點, 兄弟. 很高興你有聽說我們前陣子的小小事蹟, 但你接下來的話最好小心謹慎.",,,,,
dialogue_4CiGm,<i>Praise</i>,<i>Preise</i>,<i>Flatter</i>,<i>Supplica</i,<i>Elogiar</i>,,<i>Louvor</i>,,<i>Хвалить</i>,<i>称賛する</i>,<i>赞美</i>,<i>表揚</i>,,,,,<i> Cầu nguyện</i>
dialogue_mi4Yu,<i>Threaten</i>,<i>Bedrohen</i>,<i>Menacer</i>,<i>Minaccia</i>,<i>Amenazar</i>,,<i>Ameaça</i>,,<i>Угрожать</i>,<i>脅す</i>,<i>威胁</i>,<i>威脅</i>,,,,,<i> Đe dọa </i>
